1318221386448576512,1318221386448576512,Mon Oct 19 16:04:04 +0000 2020,MyWallStHQ,"In a document filed on Friday, Livongo announced the date its existing shareholders can expect to be paid the special dividend arising from its merger with Teladoc.<br><br>#teladoc #livongo #merger<br><br>https://t.co/yzWbSeTaib","<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,0,,false,,,,false,MyWallSt,1378053337,Dublin/New York,false,5109,878,false,Wed Apr 24 21:33:33 +0000 2013,Welcome to the home of successful investing. We help you to generate unrivalled long-term stock returns. Own your financial future #MyWallSt #OwnIt.,2194,6287,https://twitter.com/MyWallStHQ/status/1318221386448576512,,https://blog.mywallst.com/livongo-announces-date-for-special-dividend-from-teladoc-merger/
1318207539406905344,1318207539406905344,Mon Oct 19 15:09:03 +0000 2020,hfincap,"@RichardMoglen JP Morgan Downgrades Livongo Health to Neutral, Raises Price Target to $150 - 10/14 - I have this consolidating and range bound in here myself.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0,,false,1318206836827430914,826247014715363328,RichardMoglen,false,H-Fin Capital Partners,1122897839724478464,,false,596,2090,false,Mon Apr 29 16:18:02 +0000 2019,"Gavin Davis, Principal, H-Fin Capital Partners; prior SVP @cbre; IB Analyst @cibc; $4B CapMkts Transaction exp., +42% '08, RTs not endorsements; never advice",29119,45467,https://twitter.com/hfincap/status/1318207539406905344,,
1318207536185704448,1318207536185704448,Mon Oct 19 15:09:02 +0000 2020,OzmosiHealth,"Teladoc and Livongo make #diabetes digital heath platform available to 50,000, after the $18.5B merger closed in September. https://t.co/ocMdqYXy3Q  #healthtech #Telemedicine #MnA https://t.co/HfaFF5MSuv","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,0,,false,,,,false,Ozmosi,1055982930,"New Jersey, USA",false,402,1065,false,Wed Jan 02 20:11:00 +0000 2013,"#Pharma and #biotech competitive intelligence, data services, forecasting, clinical trials tools: https://t.co/U4H2uCel6o  https://t.co/0NIru5sfbn #BI",69,1545,https://twitter.com/OzmosiHealth/status/1318207536185704448,https://pbs.twimg.com/media/Eks2xM1W0AA7xcv.jpg,https://buff.ly/37mAfUW
1318205665991561217,1318205665991561217,Mon Oct 19 15:01:36 +0000 2020,gatorgirltb,We're proud to expand our partnership with Teladoc Health to add Livongo's virtual diabetes solution for our members. This means we're now the first health plan to offer Livongo and Teladoc's combined-care experience to help our members... #FlBlueLife https://t.co/OtifGUSMlI,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Terri,53090274,Florida,false,106,464,false,Thu Jul 02 15:17:58 +0000 2009,Live the life you love - make the journey amazing! #navymom #militarybrat #proudgigi,942,846,https://twitter.com/gatorgirltb/status/1318205665991561217,,https://bit.ly/2HgP8NP
1318199821375885312,1318199821375885312,Mon Oct 19 14:38:23 +0000 2020,_remotejobs_,RT @identifycareers: @Livongo is hiring an Eligibility Manager. This is your chance to work for the leading innovator in consumer digital h…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,1,,false,,,,false,Remote Jobs,3217412999,Remote,false,2552,1849,false,Tue Apr 28 14:44:23 +0000 2015,We help job seekers finding #remote #jobs and #workfromhome opportunities,242,705,https://twitter.com/_remotejobs_/status/1318199821375885312,,
1318198033599770625,1318198033599770625,Mon Oct 19 14:31:16 +0000 2020,identifycareers,@Livongo is hiring an Eligibility Manager. This is your chance to work for the leading innovator in consumer digital health solutions. If you are interested apply here.<br>https://t.co/lyLMq46DZC<br>#jobs #jobsopportunities #jobseekers #careeropportunities #employment https://t.co/oimFhzAh8L,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,1,,false,,2602253953,Livongo,false,IdentifyCareers.com,1297194973532569602,,false,43,551,false,Sat Aug 22 15:32:55 +0000 2020,"Connecting job seekers with companies that value their knowledge, skill and intersectional identities.",19,98,https://twitter.com/identifycareers/status/1318198033599770625,https://pbs.twimg.com/media/EksuAPOVkAItC7b.jpg,https://identifycareers.com/jobs/eligibility-manager/
1318195835536957441,1318195835536957441,Mon Oct 19 14:22:32 +0000 2020,LotsaNikki,Guidewell | Livongo Signs Strategic Partnership with GuideWell Accelerating Care Delivery to Vulnerable Populations #GuideWellNow https://t.co/SzfSEpcEpk,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Nikki Watson,15509902,"Florida, USA",false,42,171,false,Mon Jul 21 03:37:24 +0000 2008,Executive Talent Acquisition Specialist at Florida Blue.,789,395,https://twitter.com/LotsaNikki/status/1318195835536957441,,https://bit.ly/2H4VLmA
1318192345079304193,1318192345079304193,Mon Oct 19 14:08:40 +0000 2020,Jayunk12,$LVGO 👀 Livongo signs strategic partnership in care delivery https://t.co/OeU1XVwgsw https://t.co/0WvlrfTN6D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0,,false,,,,false,𝐽𝑜𝑛𝑎ℎ𝟛/𝟞\𝟡,2821334828,"S Houston, TX",false,296,838,false,Sat Sep 20 07:35:43 +0000 2014,"•𝑆𝐴𝑉𝐸𝐷• /Awakened Feb 2019\ +Full time investor since 2017+ -Died in 2015- Lived in Tripoli, Libya 2008-2010 |#BTC BagHolder| ~ ʜᴄɪ ᴄ6ᴢ06 ~ Dane Dad 🐾",8599,9883,https://twitter.com/Jayunk12/status/1318192345079304193,,"https://seekingalpha.com/news/3622953-livongo-signs-strategic-partnership-in-care-delivery?source=tweet,https://seekingalpha.com/news/3622953-livongo-signs-strategic-partnership-in-care-delivery"
1318178844344340482,1318178844344340482,Mon Oct 19 13:15:01 +0000 2020,Growth_android,BRAND-NEW #android #app : Livongo - Apps on Google Play | Livongo makes it easy to be he... https://t.co/iQB64xtGiR,"<a href=""http://growthapps.sunnyday.jp/"" rel=""nofollow"">BRAND-NEW APPS</a>",,0,,false,,,,false,BRAND-NEW APPS,582418088,,false,1892,768,false,Thu May 17 03:55:13 +0000 2012,BRAND-NEW APPS on Google Play. What's New in Android Apps. Displayed in the timeline.,1,56903,https://twitter.com/Growth_android/status/1318178844344340482,,http://market.android.com/details?id=com.livongo.lvmobility
1318177659268993025,1318177659268993025,Mon Oct 19 13:10:19 +0000 2020,dgbartel,Guidewell | Livongo Signs Strategic Partnership with GuideWell Accelerating Care Delivery to Vulnerable Populations #GuideWellNow https://t.co/L7qrXxxiZL,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",,0,,false,,,,false,Doug Bartel,1140164130,South Florida,false,1855,3958,false,Fri Feb 01 16:46:25 +0000 2013,"Proud @FLBlue Executive | Committed to Community and Health, Collaboration and Impact | Former TV News Executive | Comments are my own",10965,10494,https://twitter.com/dgbartel/status/1318177659268993025,,https://bit.ly/2IKgpZz
