id,id_str,created_at,user_screen_name,text,source,reply_count,retweet_count,favourite_count,retweeted,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,is_quote_status,user_name,user_id_str,user_location,user_verified,user_followers_count,user_friends_count,user_protected,user_created_at,user_description,user_favourites_count,user_statuses_count,url,media,urls,magnitude,score
1318509506939138048,1318509506939138048,Tue Oct 20 11:08:57 +0000 2020,6PagesInc,"2/9 A wave of IPOs, mergers &amp; funding: ""We are seeing a steady parade of M&amp;A and investment activity – such as @Teladoc-@Livongo, @Amwell, @HealApp, most recently @98point6Inc, and others.""","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0,,false,1318509505970237441,1127450504252911616,6PagesInc,false,6Pages,1127450504252911616,"San Francisco, CA",false,201,89,false,Sun May 12 05:48:42 +0000 2019,The source for far-reaching market shifts & what they mean. Sign up for free at https://t.co/6LwxMdWjdY to get the top 3 market shifts in your inbox every week.,9,2494,https://twitter.com/6PagesInc/status/1318509506939138048,,,0,0
1318450639320481792,1318450639320481792,Tue Oct 20 07:15:02 +0000 2020,bisuotcbb,Is It Too Late to Buy Livongo Stock? ,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,0,,false,,,,false,Bio-Solutions Corp,1019054702,,false,909,1928,false,Tue Dec 18 05:18:31 +0000 2012,The Natural Remedy Company. Follow us on the OTC market (Symbol: BISU),1,16269,https://twitter.com/bisuotcbb/status/1318450639320481792,,http://dlvr.it/Rjy15F,0.5,-0.5
1318354340877373442,1318354340877373442,Tue Oct 20 00:52:23 +0000 2020,BestRemoteJobs1,"Livongo is looking for a remote Senior Software Engineer, Backend – Member Experience #workathome #remotework #digitalnomad #remotejobs #remoteworking #techjobs ","<a href=""https://www.bestremotejobs.co"" rel=""nofollow"">BestRemoteJobs</a>",,0,,false,,,,false,BestRemoteJobs,1208713026871779329,Remote,false,1444,0,false,Sun Dec 22 11:37:04 +0000 2019,Want to work remotely? We have all the jobs in one search @ https://t.co/AsaXgDB6P8 Want to hire top remote talent? https://t.co/t52GunDvcF,1,32704,https://twitter.com/BestRemoteJobs1/status/1318354340877373442,,https://bestremotejobs.co/jobs/remote-senior-software-engineer%2C-backend-%E2%80%93-member-experience-at-livongo-532815,0,0
1318354317531926529,1318354317531926529,Tue Oct 20 00:52:17 +0000 2020,BestRemoteJobs1,Livongo is looking for a remote Senior Global Program Manager #workathome #remotework #digitalnomad #remotejobs #remoteworking #techjobs #remote #nomad #jobs #job ,"<a href=""https://www.bestremotejobs.co"" rel=""nofollow"">BestRemoteJobs</a>",,0,,false,,,,false,BestRemoteJobs,1208713026871779329,Remote,false,1444,0,false,Sun Dec 22 11:37:04 +0000 2019,Want to work remotely? We have all the jobs in one search @ https://t.co/AsaXgDB6P8 Want to hire top remote talent? https://t.co/t52GunDvcF,1,32704,https://twitter.com/BestRemoteJobs1/status/1318354317531926529,,https://bestremotejobs.co/jobs/remote-senior-global-program-manager-at-livongo-917585,0,0
1318354293846585345,1318354293846585345,Tue Oct 20 00:52:12 +0000 2020,BestRemoteJobs1,Livongo is looking for a remote Senior Site Reliability Engineer #workathome #remotework #digitalnomad #remotejobs #remoteworking #techjobs #remote #nomad #jobs #job ,"<a href=""https://www.bestremotejobs.co"" rel=""nofollow"">BestRemoteJobs</a>",,0,,false,,,,false,BestRemoteJobs,1208713026871779329,Remote,false,1444,0,false,Sun Dec 22 11:37:04 +0000 2019,Want to work remotely? We have all the jobs in one search @ https://t.co/AsaXgDB6P8 Want to hire top remote talent? https://t.co/t52GunDvcF,1,32704,https://twitter.com/BestRemoteJobs1/status/1318354293846585345,,https://bestremotejobs.co/jobs/remote-senior-site-reliability-engineer-at-livongo-870786,0.1,-0.1
1318354270656385027,1318354270656385027,Tue Oct 20 00:52:06 +0000 2020,BestRemoteJobs1,"Livongo is looking for a remote Senior Software Engineer, Backend – Member Experience #workathome #remotework #digitalnomad #remotejobs #remoteworking #techjobs ","<a href=""https://www.bestremotejobs.co"" rel=""nofollow"">BestRemoteJobs</a>",,0,,false,,,,false,BestRemoteJobs,1208713026871779329,Remote,false,1444,0,false,Sun Dec 22 11:37:04 +0000 2019,Want to work remotely? We have all the jobs in one search @ https://t.co/AsaXgDB6P8 Want to hire top remote talent? https://t.co/t52GunDvcF,1,32704,https://twitter.com/BestRemoteJobs1/status/1318354270656385027,,https://bestremotejobs.co/jobs/remote-senior-software-engineer%2C-backend-%E2%80%93-member-experience-at-livongo-241031,0,0
1318354247184941057,1318354247184941057,Tue Oct 20 00:52:01 +0000 2020,BestRemoteJobs1,"Livongo is looking for a remote Senior Software Engineer, Data #workathome #remotework #digitalnomad #remotejobs #remoteworking #techjobs #remote #nomad #jobs #job ","<a href=""https://www.bestremotejobs.co"" rel=""nofollow"">BestRemoteJobs</a>",,0,,false,,,,false,BestRemoteJobs,1208713026871779329,Remote,false,1444,0,false,Sun Dec 22 11:37:04 +0000 2019,Want to work remotely? We have all the jobs in one search @ https://t.co/AsaXgDB6P8 Want to hire top remote talent? https://t.co/t52GunDvcF,1,32704,https://twitter.com/BestRemoteJobs1/status/1318354247184941057,,https://bestremotejobs.co/jobs/remote-senior-software-engineer%2C-data-at-livongo-433210,0,0
1318354224313487360,1318354224313487360,Tue Oct 20 00:51:55 +0000 2020,BestRemoteJobs1,Livongo is looking for a remote Site Reliability Engineer #workathome #remotework #digitalnomad #remotejobs #remoteworking #techjobs #remote #nomad #jobs #job ,"<a href=""https://www.bestremotejobs.co"" rel=""nofollow"">BestRemoteJobs</a>",,0,,false,,,,false,BestRemoteJobs,1208713026871779329,Remote,false,1444,0,false,Sun Dec 22 11:37:04 +0000 2019,Want to work remotely? We have all the jobs in one search @ https://t.co/AsaXgDB6P8 Want to hire top remote talent? https://t.co/t52GunDvcF,1,32704,https://twitter.com/BestRemoteJobs1/status/1318354224313487360,,https://bestremotejobs.co/jobs/remote-site-reliability-engineer-at-livongo-509204,0.1,-0.1
1318354201370644480,1318354201370644480,Tue Oct 20 00:51:50 +0000 2020,BestRemoteJobs1,"Livongo is looking for a remote Senior Software Engineer, Enterprise #workathome #remotework #digitalnomad #remotejobs #remoteworking #techjobs #remote #nomad #jobs #job ","<a href=""https://www.bestremotejobs.co"" rel=""nofollow"">BestRemoteJobs</a>",,0,,false,,,,false,BestRemoteJobs,1208713026871779329,Remote,false,1444,0,false,Sun Dec 22 11:37:04 +0000 2019,Want to work remotely? We have all the jobs in one search @ https://t.co/AsaXgDB6P8 Want to hire top remote talent? https://t.co/t52GunDvcF,1,32704,https://twitter.com/BestRemoteJobs1/status/1318354201370644480,,https://bestremotejobs.co/jobs/remote-senior-software-engineer%2C-enterprise-at-livongo-136506,0,0
1318354177890930689,1318354177890930689,Tue Oct 20 00:51:44 +0000 2020,BestRemoteJobs1,"Livongo is looking for a remote Solution Sales Consultant, Behavioral Health (Remote) #workathome #remotework #digitalnomad #remotejobs #remoteworking #techjobs #remote ","<a href=""https://www.bestremotejobs.co"" rel=""nofollow"">BestRemoteJobs</a>",,0,,false,,,,false,BestRemoteJobs,1208713026871779329,Remote,false,1444,0,false,Sun Dec 22 11:37:04 +0000 2019,Want to work remotely? We have all the jobs in one search @ https://t.co/AsaXgDB6P8 Want to hire top remote talent? https://t.co/t52GunDvcF,1,32704,https://twitter.com/BestRemoteJobs1/status/1318354177890930689,,https://bestremotejobs.co/jobs/remote-solution-sales-consultant%2C-behavioral-health-remote-at-livongo-721415,0,0
1318354154834808833,1318354154834808833,Tue Oct 20 00:51:39 +0000 2020,BestRemoteJobs1,"Livongo is looking for a remote Senior Software Engineer, Backend – Member Experience #workathome #remotework #digitalnomad #remotejobs #remoteworking #techjobs ","<a href=""https://www.bestremotejobs.co"" rel=""nofollow"">BestRemoteJobs</a>",,0,,false,,,,false,BestRemoteJobs,1208713026871779329,Remote,false,1444,0,false,Sun Dec 22 11:37:04 +0000 2019,Want to work remotely? We have all the jobs in one search @ https://t.co/AsaXgDB6P8 Want to hire top remote talent? https://t.co/t52GunDvcF,1,32704,https://twitter.com/BestRemoteJobs1/status/1318354154834808833,,https://bestremotejobs.co/jobs/remote-senior-software-engineer%2C-backend-%E2%80%93-member-experience-at-livongo-530667,0,0
1318341801724366849,1318341801724366849,Tue Oct 20 00:02:33 +0000 2020,stockmktgenius,"$LVGO Livongo Health, Inc. - co Top stock up 640% from low. Close: 143.31 VolvsAvg: 0.69 Liq: $168M ","<a href=""http://www.google.com"" rel=""nofollow"">StockPoster</a>",,0,,false,,,,false,Stock Market Genius,914214567152160768,"Ohio, USA",false,8461,38,false,Sat Sep 30 19:45:12 +0000 2017,AI scanner for stock market leaders. New posts Mon-Sat. Protected accounts will be blocked,4800,63196,https://twitter.com/stockmktgenius/status/1318341801724366849,,http://stockcharts.com/h-sc/ui?s=LVGO&p=D&yr=1&mn=0&dy=0&id=p14565816076,0.1,0
1318221386448576512,1318221386448576512,Mon Oct 19 16:04:04 +0000 2020,MyWallStHQ,"In a document filed on Friday, Livongo announced the date its existing shareholders can expect to be paid the special dividend arising from its merger with Teladoc.#teladoc #livongo #merger","<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,0,,false,,,,false,MyWallSt,1378053337,Dublin/New York,false,5111,878,false,Wed Apr 24 21:33:33 +0000 2013,Welcome to the home of successful investing. We help you to generate unrivalled long-term stock returns. Own your financial future #MyWallSt #OwnIt.,2194,6288,https://twitter.com/MyWallStHQ/status/1318221386448576512,,https://blog.mywallst.com/livongo-announces-date-for-special-dividend-from-teladoc-merger/,0,0
